date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:45:24	44360/44360	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:50%20GMT	https://demo.web3canvas.com/themeforest/listed/index.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/index.html	(from https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151?_ga=2.7987700.750713614.1552545558-426378331.1548329825)
09:45:25	34857/34857	---M-Z	200	added ('OK')	application/javascript	etag:%2280a94e43d6c9d41:0%22	https://consent.cookiebot.com/uc.js	C:/Users/Section1/Desktop/tempp/consent.cookiebot.com/uc.js	(from https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151?_ga=2.7987700.750713614.1552545558-426378331.1548329825)
09:45:25	0/0	---MC-	410	error ('Gone')	text/html	date:Thu,%2014%20Mar%202019%2006:45:30%20GMT	https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/linkid.js	C:/Users/Section1/Desktop/tempp/preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/linkid.js	(from https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151?_ga=2.7987700.750713614.1552545558-426378331.1548329825)
09:45:26	44130/44130	---MC-	200	added ('OK')	text/javascript	date:Wed,%2016%20Jan%202019%2020:01:45%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/Section1/Desktop/tempp/www.google-analytics.com/analytics.js	(from https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151?_ga=2.7987700.750713614.1552545558-426378331.1548329825)
09:45:27	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2014%20Mar%202019%2006:45:31%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Section1/Desktop/tempp/www.googletagmanager.com/gtm.d5445.delayed	(from https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151?_ga=2.7987700.750713614.1552545558-426378331.1548329825)
09:45:27	88/88	---M--	200	added ('OK')	text/plain	etag:%220d96b533b91d58538a0561e08e747725%22	http://s3.envato.com/robots.txt		(from https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151?_ga=2.7987700.750713614.1552545558-426378331.1548329825)
09:45:27	4582/4582	---M--	200	added ('OK')	image/gif	etag:%22b82fe82bf7b78763e2fb6079e484ba04%22	https://public-assets.envato-static.com/assets/common/pagination_loader-7fb337642f4cde133550f90749ee6eeb94b0d56dce6ae041cacc18c2bae22699.gif	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/common/pagination_loader-7fb337642f4cde133550f90749ee6eeb94b0d56dce6ae041cacc18c2bae22699.gif	(from https://public-assets.envato-static.com/assets/market/core/index-a38bf5e5a69c279f522d3b417e7542e5d1cbc7d653efb7fd9d63ac4036312ac6.css)
09:45:28	148/148	---MCZ	200	added ('OK')	text/plain	etag:W/%225c89de16-bf%22	https://themeforest.net/robots.txt		(from https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151?_ga=2.7987700.750713614.1552545558-426378331.1548329825)
09:45:28	204251/204251	---MCZ	200	added ('OK')	text/css	date:Tue,%2012%20Mar%202019%2000:06:41%20GMT	https://public-assets.envato-static.com/assets/market/pages/default/index-72800f7f30bd477398be4c01fcc6b0d6eba09e93a76642467499c8788856045c.css	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/market/pages/default/index-72800f7f30bd477398be4c01fcc6b0d6eba09e93a76642467499c8788856045c.css	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:29	13256/13256	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2009%20Aug%202018%2004:18:38%20GMT	https://public-assets.envato-static.com/assets/market/core/head-df4183f2f1b84caa8ad6707c533e562f18a9eaae2b2e4d2081cf439c23343ad3.js	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/market/core/head-df4183f2f1b84caa8ad6707c533e562f18a9eaae2b2e4d2081cf439c23343ad3.js	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:29	68/68	---M--	200	added ('OK')	image/png	etag:%22978c1bee49d7ad5fc1a4d81099b13e18%22	https://public-assets.envato-static.com/assets/common/transparent-1px-93ae7d494fad0fb30cbf3ae746a39c4bc7a0f8bbf87fbb587a3f3c01f3c5ce20.png	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/common/transparent-1px-93ae7d494fad0fb30cbf3ae746a39c4bc7a0f8bbf87fbb587a3f3c01f3c5ce20.png	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:30	130233/130233	---MCZ	200	added ('OK')	text/html	etag:W/%229b60c134f00277c4971708147b39d4ca%22	https://themeforest.net/item/directory-listing-html-website-template-listeed/reviews/22035151	C:/Users/Section1/Desktop/tempp/themeforest.net/item/directory-listing-html-website-template-listeed/reviews/22035151.html	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:31	161059/161059	---MCZ	200	added ('OK')	text/html	etag:W/%2279138e50f3678da49b7d49ef8ebf35e5%22	https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151/comments	C:/Users/Section1/Desktop/tempp/themeforest.net/item/directory-listing-html-website-template-listeed/22035151/comments.html	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:31	130507/130507	---MCZ	200	added ('OK')	text/html	etag:W/%22c3e45c91428096c24714c8717b2a0616%22	https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151/support	C:/Users/Section1/Desktop/tempp/themeforest.net/item/directory-listing-html-website-template-listeed/22035151/support.html	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:32	1428/1428	---M--	200	added ('OK')	image/png	etag:%2274aab626310cc9b54009fba03394a7a9%22	https://s3.envato.com/files/247915561/thumbnail.png	C:/Users/Section1/Desktop/tempp/s3.envato.com/files/247915561/thumbnail.png	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:32	179/179	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Mar%202019%2006:45:36%20GMT	https://themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151	C:/Users/Section1/Desktop/tempp/themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:33	20701/20701	---MCZ	200	added ('OK')	text/html	etag:W/%22328c5d056e1f33ae8cb2c0763985f2d6%22	https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151	C:/Users/Section1/Desktop/tempp/preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151.html	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:33	24681/24681	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202019%2006:45:38%20GMT	https://previews-themeforest.imgix.net/files/247915562/01_preview.__large_preview.jpg?auto=compress%2Cformat&fit=crop&crop=top&max-h=8000&max-w=590&s=ce851d50140b4b32355420a456ff2a1f	C:/Users/Section1/Desktop/tempp/previews-themeforest.imgix.net/files/247915562/01_preview.__large_preview9f8a.jpg	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:34	205214/205214	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2013%20Mar%202019%2004:36:23%20GMT	https://public-assets.envato-static.com/assets/market/core/index-c8a0c71007fd170bfee7a56b0812ddbd2d6ff1f349cc0f8e15771b2131e62ee5.js	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/market/core/index-c8a0c71007fd170bfee7a56b0812ddbd2d6ff1f349cc0f8e15771b2131e62ee5.js	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:35	1641/1641	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Mar%202019%2017:19:54%20GMT	https://public-assets.envato-static.com/assets/market/core/lazyload-5315ade2c4aa09869ae52bad5f4e45ea446b86d4365327a7d9ba005397379ac3.js	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/market/core/lazyload-5315ade2c4aa09869ae52bad5f4e45ea446b86d4365327a7d9ba005397379ac3.js	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:35	21/21	---MCZ	404	error ('Not%20Found')	text/javascript	date:Thu,%2014%20Mar%202019%2006:45:39%20GMT	https://themeforest.net/item/directory-listing-html-website-template-listeed/linkid.js	C:/Users/Section1/Desktop/tempp/themeforest.net/item/directory-listing-html-website-template-listeed/linkid.js	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:35	573426/573426	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202019%2004:41:10%20GMT	https://public-assets.envato-static.com/assets/market/pages/default/index-cbdefb5ceb6da958a54ba672253a4b80f5b3506845ea0109ab78245e88b7a968.js	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/market/pages/default/index-cbdefb5ceb6da958a54ba672253a4b80f5b3506845ea0109ab78245e88b7a968.js	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151)
09:45:36	350/350	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202019%2006:45:40%20GMT	https://demo.web3canvas.com/robots.txt		(from https://preview.themeforest.net/item/directory-listing-html-website-template-listeed/full_screen_preview/22035151?_ga=2.7987700.750713614.1552545558-426378331.1548329825)
09:45:36	6781/6781	---M-Z	200	added ('OK')	application/javascript	etag:%22bd5b88fbed6f45c81dc940aa4a5b718e%22	https://demo.web3canvas.com/cdn-cgi/apps/head/-mEFVS8y7qx5pVzWHQTCQu5gnVM.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/cdn-cgi/apps/head/-mEFVS8y7qx5pVzWHQTCQu5gnVM.js	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:37	13815/13815	---MCZ	200	added ('OK')	text/css	etag:W/%224013-56d7c9bd61c4c%22	https://demo.web3canvas.com/themeforest/listed/css/themify-icons.css	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/css/themify-icons.css	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:37	124962/124962	---MCZ	200	added ('OK')	text/css	etag:W/%221e822-56d7c9b95843d%22	https://demo.web3canvas.com/themeforest/listed/css/bootstrap.min.css	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/css/bootstrap.min.css	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:37	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%227918-56d7c9b966e9b%22	https://demo.web3canvas.com/themeforest/listed/css/font-awesome.min.css	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/css/font-awesome.min.css	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:37	2873/2873	---MCZ	200	added ('OK')	text/css	etag:W/%22fc8-56d7c9ba82ec5%22	https://demo.web3canvas.com/themeforest/listed/css/set1.css	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/css/set1.css	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:37	29226/29226	---MCZ	200	added ('OK')	text/css	etag:W/%22a68c-56ddf38f219de%22	https://demo.web3canvas.com/themeforest/listed/css/style.css	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/css/style.css	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:38	19791/19791	---M--	200	added ('OK')	image/png	etag:%224d4f-56d7d07425083%22	https://demo.web3canvas.com/themeforest/listed/images/logo.png	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/logo.png	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:38	32389/32389	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:50%20GMT	https://demo.web3canvas.com/themeforest/listed/listing.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/listing.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:38	44384/44384	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:48%20GMT	https://demo.web3canvas.com/themeforest/listed/index-two.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/index-two.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:39	17229/17229	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Jun%202018%2006:32:54%20GMT	https://demo.web3canvas.com/themeforest/listed/detail.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/detail.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:39	16734/16734	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:44%20GMT	https://demo.web3canvas.com/themeforest/listed/add-listing.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/add-listing.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:39	11071/11071	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:51%20GMT	https://demo.web3canvas.com/themeforest/listed/payment-method.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/payment-method.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:40	7342/7342	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:52%20GMT	https://demo.web3canvas.com/themeforest/listed/thank-you.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/thank-you.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:40	8954/8954	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:47%20GMT	https://demo.web3canvas.com/themeforest/listed/contact.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/contact.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:41	8569/8569	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:52%20GMT	https://demo.web3canvas.com/themeforest/listed/pricing.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/pricing.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:41	7047/7047	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:45%20GMT	https://demo.web3canvas.com/themeforest/listed/404.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/404.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:41	10145/10145	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:46%20GMT	https://demo.web3canvas.com/themeforest/listed/blog.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/blog.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:41	11348/11348	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:46%20GMT	https://demo.web3canvas.com/themeforest/listed/blog-two.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/blog-two.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:42	16493/16493	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2008:53:45%20GMT	https://demo.web3canvas.com/themeforest/listed/blog-detail.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/blog-detail.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:42	475/475	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202019%2006:45:47%20GMT	https://demo.web3canvas.com/themeforest/listed/login.html	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/login.html	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:43	27112/27112	---M--	200	added ('OK')	image/jpeg	etag:%2269e8-56d7c9d939b05%22	https://demo.web3canvas.com/themeforest/listed/images/featured-img2.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/featured-img2.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:43	33577/33577	---M--	200	added ('OK')	image/jpeg	etag:%228329-56d7c9d838889%22	https://demo.web3canvas.com/themeforest/listed/images/featured-img1.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/featured-img1.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:43	21587/21587	---M--	200	added ('OK')	image/jpeg	etag:%225453-56d7c9d997461%22	https://demo.web3canvas.com/themeforest/listed/images/featured-img3.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/featured-img3.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:44	96898/96898	---M--	200	added ('OK')	image/jpeg	etag:%2217a82-56d7c9dec8fe8%22	https://demo.web3canvas.com/themeforest/listed/images/gal1.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/gal1.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:44	32316/32316	---M--	200	added ('OK')	image/jpeg	etag:%227e3c-56d7c9dfacda7%22	https://demo.web3canvas.com/themeforest/listed/images/gal2.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/gal2.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:44	32917/32917	---M--	200	added ('OK')	image/jpeg	etag:%228095-56d7c9dfe5d16%22	https://demo.web3canvas.com/themeforest/listed/images/gal3.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/gal3.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:44	22170/22170	---M--	200	added ('OK')	image/jpeg	etag:%22569a-56d7c9e0b0732%22	https://demo.web3canvas.com/themeforest/listed/images/gal4.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/gal4.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:44	21144/21144	---M--	200	added ('OK')	image/jpeg	etag:%225298-56d7c9d05248c%22	https://demo.web3canvas.com/themeforest/listed/images/article-img1.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/article-img1.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:45	21968/21968	---M--	200	added ('OK')	image/jpeg	etag:%2255d0-56d7c9d04131e%22	https://demo.web3canvas.com/themeforest/listed/images/article-img2.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/article-img2.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:45	20810/20810	---M--	200	added ('OK')	image/jpeg	etag:%22514a-56d7c9d13f184%22	https://demo.web3canvas.com/themeforest/listed/images/article-img3.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/article-img3.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:45	17066/17066	---M--	200	added ('OK')	image/jpeg	etag:%2242aa-56d7c9d16f1ba%22	https://demo.web3canvas.com/themeforest/listed/images/article-img4.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/article-img4.jpg	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:45	19816/19816	---M--	200	added ('OK')	image/png	etag:%224d68-56d7d0733c4a5%22	https://demo.web3canvas.com/themeforest/listed/images/footer-logo.png	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/footer-logo.png	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:45	86659/86659	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215283-56d7c9eeaaa6a%22	https://demo.web3canvas.com/themeforest/listed/js/jquery-3.2.1.min.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/js/jquery-3.2.1.min.js	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:46	19032/19032	---MCZ	200	added ('OK')	application/javascript	etag:W/%224a58-56d7c9efc1c74%22	https://demo.web3canvas.com/themeforest/listed/js/popper.min.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/js/popper.min.js	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:46	51143/51143	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c7c7-56d7c9ed91e56%22	https://demo.web3canvas.com/themeforest/listed/js/bootstrap.min.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/js/bootstrap.min.js	(from https://demo.web3canvas.com/themeforest/listed/index.html)
09:45:46	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2014%20Mar%202019%2006:45:50%20GMT	https://public-assets.envato-static.com/assets/market/pages/images/down.png	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/market/pages/images/down.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-72800f7f30bd477398be4c01fcc6b0d6eba09e93a76642467499c8788856045c.css)
09:45:47	47073/47073	---M--	200	added ('OK')	image/jpeg	etag:%2211985af46774cd9dc882eb2f2228cdcd%22	https://public-assets.envato-static.com/assets/homepage_banner-5fd7aa3d7595431c2a83cc50e8d74606f21e3679d7d1d49c64311ffe080dbb82.jpg	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/homepage_banner-5fd7aa3d7595431c2a83cc50e8d74606f21e3679d7d1d49c64311ffe080dbb82.jpg	(from https://public-assets.envato-static.com/assets/market/pages/default/index-72800f7f30bd477398be4c01fcc6b0d6eba09e93a76642467499c8788856045c.css)
09:45:48	26728/26728	---M--	200	added ('OK')	image/jpeg	etag:%22fe7065c72d670761cb967290fa338fd0%22	https://public-assets.envato-static.com/assets/header-footer/cross-sell__elements-33380831a942a766c3fdd66d33d77435106b10749edfe92591bf779e2dad478d.jpg	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/header-footer/cross-sell__elements-33380831a942a766c3fdd66d33d77435106b10749edfe92591bf779e2dad478d.jpg	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/reviews/22035151)
